,Buying_0,Buying_1,Buying_2,Buying_3,Maintenance_0,Maintenance_1,Maintenance_2,Maintenance_3,Doors_0,Doors_1,Doors_2,Doors_3,Persons_0,Persons_1,Persons_2,Lug_boot_0,Lug_boot_1,Lug_boot_2,safety_0,safety_1,safety_2,target
298,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2
299,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2
300,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2
301,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2
302,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2
303,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,2
304,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2
305,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2
306,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2
307,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2
308,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
309,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2
310,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
311,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
312,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2
313,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
314,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
315,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2
316,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2
317,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
318,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2
319,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
320,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
321,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,2
322,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
323,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
324,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2
325,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2
326,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,2
327,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,2
328,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2
329,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,2
330,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2
331,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2
332,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2
333,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2
334,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2
335,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
336,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,2
337,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,2
338,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
339,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,2
340,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
341,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
342,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,2
343,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2
344,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2
345,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,2
346,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2
347,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
348,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,2
349,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
350,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
351,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,2
352,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2
353,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2
354,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2
355,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2
356,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2
357,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,2
358,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,2
359,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2
360,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,2
361,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2
362,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
363,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2
364,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2
365,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
366,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2
367,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
368,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
369,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2
370,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2
371,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
372,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2
373,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
374,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
375,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2
376,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
377,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
378,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2
379,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2
380,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2
381,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2
382,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2
383,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,2
384,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,2
385,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2
386,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,2
387,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2
388,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2
389,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
390,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2
391,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
392,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
393,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2
394,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
395,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
396,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2
397,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2
398,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
399,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,2
400,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
401,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
402,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,2
403,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
404,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
405,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2
406,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2
407,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2
408,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2
409,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2
410,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2
411,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,2
412,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2
413,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2
414,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2
415,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2
416,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
417,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2
418,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
419,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
420,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2
421,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
422,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
423,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2
424,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2
425,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
426,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2
427,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
428,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
429,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,2
430,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
431,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
432,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,2
433,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,2
434,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,2
435,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,2
436,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,2
437,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,2
438,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,2
439,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,2
440,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,2
441,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,2
442,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,2
443,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,2
444,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,2
445,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,2
446,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,2
447,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,2
448,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,2
449,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,2
450,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,2
451,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,2
452,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,2
453,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,2
454,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,2
455,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,2
456,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,2
457,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,2
458,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,2
459,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2
460,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,2
461,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,2
462,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,2
463,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,2
464,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,2
465,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,2
466,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,2
467,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2
468,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,2
469,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,2
470,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,2
471,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,2
472,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,2
473,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,2
474,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,2
475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,2
476,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2
477,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,2
478,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,2
479,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,2
480,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,2
481,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2
482,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,2
483,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2
484,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,2
485,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,2
486,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,2
487,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,2
488,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,2
489,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,2
490,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,2
491,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,2
492,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,2
493,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,2
494,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,2
495,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,2
496,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2
497,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,2
498,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2
499,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2
500,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2
501,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,2
502,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,2
503,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,2
504,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,2
505,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,2
506,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,2
507,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,2
508,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,2
509,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,2
510,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,2
511,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2
512,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,2
513,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,2
514,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2
515,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,2
516,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,2
517,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,2
518,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,2
519,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,2
520,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,2
521,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,2
522,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,2
523,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,2
524,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,2
525,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,2
526,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,2
527,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,2
528,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,2
529,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2
530,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,2
531,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,2
532,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,2
533,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,2
534,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,2
535,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,2
536,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,2
537,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,2
538,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,2
539,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,2
540,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2
541,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2
542,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,2
543,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,2
544,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2
545,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,2
546,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2
547,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2
548,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2
549,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2
550,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2
551,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
552,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,2
553,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,2
554,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
555,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,2
556,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
557,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
558,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,2
559,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2
560,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2
561,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,2
562,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2
563,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
564,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,2
565,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
566,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
567,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,2
568,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2
569,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2
570,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2
571,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2
572,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2
573,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,2
574,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,2
575,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2
576,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,2
577,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2
578,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
579,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2
580,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2
581,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
582,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2
583,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
584,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
585,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2
586,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2
587,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
588,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2
589,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
590,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
591,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2
592,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
593,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
594,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2
595,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2
596,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2
597,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2
598,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2
